ACARA SML ID,AGE ID,Notes,School Name,Contact Name,Position,Contact Number,Email,Suburb,State,Postcode,School Sector,School Type,School URL,Screenrights License Yes/No,Year Range,Geolocation,Teaching Staff,Full Time Equivalent Teaching Staff,Non-Teaching Staff,Full Time Equivalent Non-Teaching Staff,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Indigenous Enrolments (%),Language Background Other Than English (%),individual account
47259,57181,,Varsity College,,,,,Varsity Lakes,QLD,4227,Government,Combined,http://www.varsitycollege.eq.edu.au,Yes,Prep-12,Major Cities,243,223.4,107,79.6,3269,1575,1694,3269,2,30,most likely
46189,797,,Haileybury College,,,,,Keysborough,VIC,3173,Independent,Combined,http://www.haileybury.vic.edu.au/,Yes,Prep-12,Major Cities,432,409.3,230,188.2,3927,1669,2258,3927,0,29,Yes
47408,51231,,Brisbane State High School,,,,,South Brisbane,QLD,4101,Government,Secondary,http://www.brisbaneshs.eq.edu.au,Yes,7-12,Major Cities,207,200.3,74,60.1,3156,1487,1669,3156,1,47,Yes
45322,16379,,Distance Education Centre Victoria,,,,,Thornbury,VIC,3071,Government,Combined,http://www.distance.vic.edu.au,Yes,Prep-12,Major Cities,157,147.5,26,22,3445,2066,1379,1698,1,5,Yes
47578,46517,,Kelvin Grove State College,,,,,Kelvin Grove,QLD,4059,Government,Combined,http://www.kelvingrovesc.eq.edu.au,Yes,Prep-12,Major Cities,234,210.6,90,64.2,3140,1568,1572,3140,1,36,Yes
40367,1411,,Knox Grammar School,,,,,Wahroonga,NSW,2076,Independent,Combined,http://www.knox.nsw.edu.au/,Yes,K-12,Major Cities,291,271,316,195.9,2998,60,2938,2998,0,29,Yes
47570,57941,,Chancellor State College,,,,,Sippy Downs,QLD,4556,Government,Combined,http://www.chancellorsc.eq.edu.au,Yes,Prep-12,Major Cities,227,209,99,69,2975,1472,1503,2975,3,8,Yes
46139,14217,,Caulfield Grammar School,,,,,St Kilda East,VIC,3183,Independent,Combined,http://www.caulfieldgs.vic.edu.au,Yes,Prep-12,Major Cities,392,315.1,256,134.7,3115,1382,1732,3115,0,17,Yes
46132,10940,,Wesley College,,,,,Melbourne,VIC,3004,Independent,Combined,http://www.wesleycollege.net,Yes,Prep-12,Major Cities,422,377.8,258,215.2,3109,1352,1757,3108.6,0,21,Yes
40621,14578,,St Francis Xavier College,,,,,Beaconsfield,VIC,3807,Catholic,Secondary,http://www.sfx.vic.edu.au,Yes,7-12,Major Cities,236,217,149,120.2,3086,1492,1594,3086,0,16,Yes
47574,57877,,North Lakes State College,,,,,North Lakes,QLD,4509,Government,Combined,http://www.northlakescollege.eq.edu.au,Yes,Prep-12,Major Cities,227,206.1,82,61.1,2947,1467,1480,2944.8,3,21,Yes
47246,65637,,Meridan State College,,,,,Meridan Plains,QLD,4551,Government,Combined,http://www.meridansc.eq.edu.au,Yes,Prep-12,Major Cities,204,189.7,97,65,2728,1368,1360,2728,4,6,most likely
47453,51289,,Mansfield State High School,,,,,Mansfield,QLD,4122,Government,Secondary,http://www.mansfieldshs.eq.edu.au,Yes,7-12,Major Cities,183,171.1,62,47.6,2599,1361,1238,2599,1,52,Yes
46282,3419,,Beaconhills College,,,,,Pakenham,VIC,3810,Independent,Combined,http://www.beaconhills.vic.edu.au/,Yes,Prep-12,Major Cities,289,252.7,143,100.7,2932,1439,1493,2932,0,21,Yes
47634,64546,,Stretton State College,,,,,Stretton,QLD,4116,Government,Combined,http://www.strettonsc.eq.edu.au,Yes,Prep-12,Major Cities,196,179.7,101,71.3,2590,1259,1331,2589,1,56,Yes
48125,8927,,Churchlands Senior High School,,,,,Churchlands,WA,6018,Government,Secondary,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=4012,Yes,7-12,Major Cities,187,168.8,56,46.1,2708,1340,1368,2708,1,72,Yes
46335,15816,,Sirius College,,,,,Broadmeadows,VIC,3047,Independent,Combined,http://www.sirius.vic.edu.au,Yes,Prep-12,Major Cities,222,202.3,65,55.2,2697,1432,1265,2697,0,93,most likely
47561,54403,,Helensvale State High School,,,,,Helensvale,QLD,4212,Government,Secondary,http://www.helensvaleshs.eq.edu.au,Yes,7-12,Major Cities,192,182.4,75,56.1,2559,1296,1263,2559,2,10,most likely
43980,6748,,MFIS,,,,,Greenacre,NSW,2190,Independent,Combined,http://www.mfis.com.au,Yes,K-12,Major Cities,200,180.5,32,30.8,2524,1253,1271,2524,0,96,possibly no
46180,912,,Penleigh & Essendon Grammar School,,,,,Keilor East,VIC,3033,Independent,Combined,http://www.pegs.vic.edu.au,Yes,Prep-12,Major Cities,275,259.2,129,105.7,2587,1207,1380,2587,0,30,Yes
48055,2536,,King's Christian College,,,,,Reedy Creek,QLD,4227,Independent,Combined,http://www.kingscollege.qld.edu.au,Yes,Prep-12,Major Cities,173,157.3,162,121.4,2472,1221,1251,2472,1,22,Yes
47510,51625,,Palm Beach-Currumbin State High School,,,,,Palm Beach,QLD,4221,Government,Secondary,http://www.pbc-shs.eq.edu.au,Yes,7-12,Major Cities,179,168.2,73,59.8,2427,1116,1311,2427,5,7,Yes
50683,30187,,Hazel Glen College,,,,,Doreen,VIC,3754,Government,Combined,http://www.hgc.vic.edu.au/,Yes,Prep-10,Major Cities,186,182.4,84,69.5,2524,1235,1289,2523.2,2,21,Yes
47625,54423,,Brisbane School of Distance Education,,,,,Coorparoo,QLD,4151,Government,Combined,http://www.brisbanesde.eq.edu.au,Yes,Prep-12,Major Cities,260,236.5,83,67.8,3467,1947,1520,2227.9,5,11,Yes
45713,909,,Padua College,,,,,Mornington,VIC,3931,Catholic,Secondary,http://www.padua.catholic.edu.au,Yes,7-12,Major Cities,214,196.5,132,94.4,2434,1208,1226,2434,0,7,most likely
43846,1528,,Pymble Ladies' College,,,,,Pymble,NSW,2073,Independent,Combined,http://www.pymblelc.nsw.edu.au,Yes,K-12,Major Cities,220,202.4,142,119.6,2203,2203,0,2202.6,1,42,Yes
50567,29975,,Alamanda K-9 College,,,,,Point Cook,VIC,3030,Government,Combined,http://www.alamandacollege.vic.edu.au/,Yes,Prep-9,Major Cities,134,131,46,36.3,2408,1162,1246,2408,1,70,Yes
46186,758,,Carey Baptist Grammar School,,,,,Kew,VIC,3101,Independent,Combined,http://carey.com.au,Yes,Prep-12,Major Cities,272,243.8,271,153.9,2344,1130,1214,2344,0,17,Yes
46328,14734,,Ilim College,,,,,Dallas,VIC,3047,Independent,Combined,http://www.ilimcollege.vic.edu.au,Yes,Prep-12,Major Cities,223,208.3,108,89.7,2340,1222,1118,2340,0,99,Yes
48216,12371,,Willetton Senior High School,,,,,Willetton,WA,6155,Government,Secondary,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=4126,Yes,7-12,Major Cities,165,144.9,81,62.8,2290,1089,1201,2290,0,97,Yes
46314,16082,,Bacchus Marsh Grammar,,,,,Bacchus Marsh,VIC,3340,Independent,Combined,http://www.bmg.vic.edu.au,Yes,Prep-12,Inner Regional,187,179,59,54.9,2264,1160,1104,2264,1,12,Yes
45585,27630,,Mount Ridley P-12 College,,,,,Craigieburn,VIC,3064,Government,Combined,http://www.mountridleycollege.vic.edu.au,Yes,Prep-12,Major Cities,175,167.8,59,49.3,2262,1056,1206,2261.2,2,66,Yes
47554,54635,,Marsden State High School,,,,,Waterford West,QLD,4133,Government,Secondary,http://www.marsdenshs.eq.edu.au,Yes,7-12,Major Cities,161,153.7,94,71.1,2199,984,1215,2199,7,36,most likely
43952,15403,,Al-Faisal College,,,,,Auburn,NSW,2144,Independent,Combined,http://www.alfaisalcollege.com,Yes,K-12,Major Cities,139,133.6,29,28,2190,1153,1037,2190,0,97,possibly no
43838,2245,,Barker College,,,,,Hornsby,NSW,2077,Independent,Combined,http://www.barker.college,Yes,K-12,Major Cities,224,213.6,184,167.5,2149,373,1776,2149,1,23,Yes
45351,8243,,Balwyn High School,,,,,Balwyn North,VIC,3104,Government,Secondary,http://www2.balwynhs.vic.edu.au,Yes,7-12,Major Cities,170,157.4,49,37.7,2183,963,1220,2180.3,0,70,Yes
45573,17174,,Narre Warren South P-12 College,,,,,Narre Warren South,VIC,3805,Government,Combined,http://www.nwsc.vic.edu.au,Yes,Prep-12,Major Cities,157,150.7,78,61.5,2175,1060,1115,2175,0,58,Yes
40689,17411,,Copperfield College,,,,,Delahey,VIC,3037,Government,Secondary,http://www.copperfieldcollege.vic.edu.au,Yes,7-12,Major Cities,180,169.6,89,68,2170,1059,1111,2170,1,63,possibly no
47231,57875,,Calamvale Community College,,,,,Calamvale,QLD,4116,Government,Combined,http://www.calamvalecc.eq.edu.au,Yes,Prep-12,Major Cities,162,150.8,73,52.9,2147,1054,1093,2147,4,45,most likely
47567,55663,,Mountain Creek State High School,,,,,Mountain Creek,QLD,4557,Government,Secondary,http://www.mountaincreekshs.eq.edu.au,Yes,7-12,Major Cities,168,151.1,57,43.2,2111,1082,1029,2110,3,7,Yes
43710,2031,,Trinity Grammar School,,,,,Summer Hill,NSW,2130,Independent,Combined,http://www.trinity.nsw.edu.au,Yes,K-12,Major Cities,239,221.9,189,113.8,2099,0,2099,2098.5,0,71,Yes
40357,303,,Sacred Heart College,,,,,Somerton Park,SA,5044,Catholic,Combined,http://www.shc.sa.edu.au,Yes,6-12,Major Cities,166,146.4,82,68.1,2047,811,1236,2047,2,7,possibly no
45436,9452,,Mckinnon Secondary College,,,,,Mckinnon,VIC,3204,Government,Secondary,http://www.mckinnonsc.vic.edu.au,Yes,7-12,Major Cities,161,146,37,30.7,2124,969,1155,2124,0,47,Yes
48151,12363,,Rossmoyne Senior High School,,,,,Rossmoyne,WA,6148,Government,Secondary,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=4048,Yes,7-12,Major Cities,154,140.3,41,33.8,2122,1044,1078,2122,1,64,Yes
47575,57936,,Upper Coomera State College,,,,,Upper Coomera,QLD,4209,Government,Combined,http://www.uppercoomerasc.eq.edu.au,Yes,Prep-12,Major Cities,180,168.8,96,69.3,2037,1012,1025,2037,6,14,most likely
47463,51347,,Cleveland District State High School,,,,,Cleveland,QLD,4163,Government,Secondary,http://www.clevelanddistrictshs.eq.edu.au,Yes,7-12,Major Cities,150,143.5,55,39.8,2028,1056,972,2028,5,11,Yes
46310,5517,,Overnewton Anglican Community College,,,,,Keilor,VIC,3036,Independent,Combined,http://www.overnewton.vic.edu.au,Yes,Prep-12,Major Cities,241,188.1,129,80,2098,959,1139,2098,0,52,Yes
46170,2176,,Ivanhoe Grammar School,,,,,Ivanhoe,VIC,3079,Independent,Combined,http://www.ivanhoe.com.au,Yes,Prep-12,Major Cities,227,203.1,136,104.4,2089,857,1232,2087.2,0,25,Yes
46309,5556,,Al-Taqwa College,,,,,Hoppers Crossing,VIC,3029,Independent,Combined,http://www.al-taqwa.vic.edu.au/,Yes,Prep-12,Major Cities,189,181.1,83,78.1,2067,1155,912,2066.6,0,98,most likely
45848,16108,,St Kevin's College,,,,,Toorak,VIC,3142,Catholic,Combined,http://www.stkevins.vic.edu.au,Yes,Prep-12,Major Cities,240,191.1,86,72.1,2065,0,2065,2065,0,4,Yes
48250,17684,,Shenton College,,,,,Shenton Park,WA,6008,Government,Secondary,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=4168,Yes,7-12,Major Cities,152,132,57,46.8,2059,944,1115,2059,1,52,Yes
49066,4233,,St Stephen's School,,,,,Duncraig,WA,6023,Independent,Combined,http://www.ststephens.wa.edu.au,Yes,PP-12,Major Cities,213,175,188,110.7,2053,975,1078,2053,0,13,possibly no
46705,57461,,Narangba Valley State High School,,,,,Narangba,QLD,4504,Government,Secondary,http://www.narangbavalleyshs.eq.edu.au,Yes,7-12,Major Cities,146,141.4,51,39.3,2027,1050,977,2026.4,4,6,Yes
43877,1472,,Newington College,,,,,Stanmore,NSW,2048,Independent,Combined,http://www.newingtoncollege.nsw.edu.au,Yes,K-12,Major Cities,191,176.3,120,104.8,2026,0,2026,2025.5,0,21,Yes
47431,51206,,Indooroopilly State High School,,,,,Indooroopilly,QLD,4068,Government,Secondary,http://www.indoorooshs.eq.edu.au,Yes,7-12,Major Cities,159,149.2,71,49.6,1992,925,1067,1990.7,1,44,Yes
47444,51673,,Bremer State High School,,,,,Ipswich,QLD,4305,Government,Secondary,http://www.bremershs.eq.edu.au,Yes,7-12,Major Cities,155,151.9,85,65,1988,1012,976,1987.6,11,10,Yes
48025,14271,,St Peters Lutheran College,,,,,Indooroopilly,QLD,4068,Independent,Combined,http://www.stpeters.qld.edu.au,Yes,Prep-12,Major Cities,192,178.1,135,111.1,1989,973,1016,1986.9,2,16,Yes
50568,29977,,Tarneit P-9 College,,,,,Tarneit,VIC,3029,Government,Combined,http://www.tarneitcollege.vic.edu.au/,Yes,Prep-9,Major Cities,140,138.2,46,39.6,2017,996,1021,2017,1,77,Yes
46144,860,,Methodist Ladies' College,,,,,Kew,VIC,3101,Independent,Combined,http://www.mlc.vic.edu.au,Yes,Prep-12,Major Cities,244,215.8,184,153,2014,2014,0,2012.4,0,25,Yes
41350,15111,,Cherrybrook Technology High School,,,,,Cherrybrook,NSW,2126,Government,Secondary,http://www.cherrybrok-h.schools.nsw.edu.au/,Yes,7-12,Major Cities,115,127.2,21,21.4,1982,895,1087,1980.9,0,64,Yes
44001,15309,,"Amity College, Prestons",,,,,Prestons,NSW,2170,Independent,Combined,http://www.amitycollege.com,Yes,K-12,Major Cities,175,158.6,45,40.2,1973,1039,934,1973,0,83,Yes
47525,54459,,Kirwan State High School,,,,,Kirwan,QLD,4817,Government,Secondary,http://www.kirwanshs.eq.edu.au,Yes,7-12,Outer Regional,150,141.8,76,59.6,1936,955,981,1935.1,21,12,possibly no
49990,2060,,Canberra Grammar School,,,,,Red Hill,ACT,2603,Independent,Combined,http://www.cgs.act.edu.au/,Yes,K-12,Major Cities,186,166.8,160,111,1913,514,1399,1913,0,23,possibly no
43821,2029,,The Scots College,,,,,Bellevue Hill,NSW,2023,Independent,Combined,http://www.tsc.nsw.edu.au,Yes,K-12,Major Cities,257,239.1,116,98.7,1911,0,1911,1911,1,17,Yes
45546,8921,,Glen Waverley Secondary College,,,,,Glen Waverley,VIC,3150,Government,Secondary,http://www.gwsc.vic.edu.au,Yes,7-12,Major Cities,158,143.4,32,25.8,1951,933,1018,1949.1,0,87,Yes
45580,27632,,Manor Lakes P-12 College,,,,,Wyndham Vale,VIC,3024,Government,Combined,http://www.manorlakesp12.vic.edu.au,Yes,Prep-12,Major Cities,156,147.4,53,44.1,1947,940,1007,1946.7,3,44,Yes
45696,1298,,Xavier College,,,,,Kew,VIC,3101,Catholic,Combined,http://www.xavier.vic.edu.au,Yes,Prep-12,Major Cities,258,234.2,165,130,1943,36,1907,1943,0,70,Yes
50291,29152,,Northern Bay P-12 College,,,,,Corio,VIC,3214,Government,Combined,http://www.northernbaycollege.vic.edu.au,Yes,Prep-12,Major Cities,195,178.2,139,101.5,1940,954,986,1939.6,7,32,Yes
47529,51604,,Benowa State High School,,,,,Benowa,QLD,4217,Government,Secondary,http://www.benowashs.eq.edu.au,Yes,7-12,Major Cities,149,139,60,47.3,1894,1024,870,1893.4,2,33,most likely
47855,15653,,St Laurence's College,,,,,South Brisbane,QLD,4101,Catholic,Combined,http://www.slc.qld.edu.au,Yes,5-12,Major Cities,149,144.4,91,74.5,1890,0,1890,1890,1,15,Yes
47513,51214,,Kenmore State High School,,,,,Kenmore,QLD,4069,Government,Secondary,http://www.kenmoreshs.eq.edu.au,Yes,7-12,Major Cities,145,138.2,54,40.7,1885,901,984,1884.1,1,19,most likely
40615,13639,,St Monica's College,,,,,Epping,VIC,3076,Catholic,Secondary,http://www.stmonicas-epping.com,Yes,7-12,Major Cities,278,174.4,97,88.1,1906,942,964,1906,0,62,Yes
45629,14105,,Parade College,,,,,Bundoora,VIC,3083,Catholic,Secondary,http://www.parade.vic.edu.au,Yes,7-12,Major Cities,182,164.6,69,57.9,1901,0,1901,1901,1,27,Yes
43785,2021,,Sydney Grammar School,,,,,Darlinghurst,NSW,2010,Independent,Combined,http://www.sydgram.nsw.edu.au,Yes,K-12,Major Cities,265,197.7,102,87.9,1874,0,1874,1874,0,28,Yes
47865,2529,,Ryan Catholic College,,,,,Kirwan,QLD,4817,Catholic,Combined,http://www.ryan.catholic.edu.au,Yes,Prep-12,Outer Regional,147,133,89,72.1,1871,1043,828,1871,7,9,Yes
46246,2477,,Waverley Christian College,,,,,Wantirna South,VIC,3152,Independent,Combined,http://www.wcc.vic.edu.au,Yes,Prep-12,Major Cities,183,150.1,115,87.9,1888,898,990,1887.6,0,65,Yes
45434,8897,,Mount Waverley Secondary College,,,,,Mount Waverley,VIC,3149,Government,Secondary,http://www.mwsc.vic.edu.au,Yes,7-12,Major Cities,138,124.1,47,36,1887,858,1029,1887,0,58,Yes
47449,51220,,Corinda State High School,,,,,Corinda,QLD,4075,Government,Secondary,http://www.corindashs.eq.edu.au,Yes,7-12,Major Cities,142,135.8,55,40.3,1846,922,924,1846,2,54,most likely
49882,17809,,Amaroo School,,,,,Amaroo,ACT,2914,Government,Combined,http://www.amaroos.act.edu.au/,Yes,K-10,Major Cities,135,129.1,50,38.9,1841,877,964,1839.5,3,42,possibly no
47110,53147,,Redlynch State College,,,,,Redlynch,QLD,4870,Government,Combined,http://www.redlynchsc.eq.edu.au,Yes,Prep-12,Outer Regional,152,140.7,73,57.4,1827,848,979,1826.8,9,16,Yes
46172,1266,,Scotch College,,,,,Hawthorn,VIC,3122,Independent,Combined,http://www.scotch.vic.edu.au,Yes,Prep-12,Major Cities,197,190.4,138,114.3,1866,0,1866,1866,1,25,Yes
45487,14992,,Wellington Secondary College,,,,,Mulgrave,VIC,3170,Government,Secondary,http://www.wellingtonsc.vic.edu.au,Yes,7-12,Major Cities,149,137.8,58,38.2,1859,820,1039,1858.8,0,77,Yes
45979,1221,,Emmanuel College,,,,,Altona North,VIC,3025,Catholic,Secondary,http://www.ecmelb.catholic.edu.au,Yes,7-12,Major Cities,144,135.8,44,36.9,1848,568,1280,1848,0,49,Yes
43958,13329,,Al Noori Muslim School,,,,,Greenacre,NSW,2190,Independent,Combined,http://www.alnoori.nsw.edu.au,Yes,K-12,Major Cities,118,105.7,32,20.8,1817,986,831,1817,0,99,Yes
47996,430,,Anglican Church Grammar School,,,,,East Brisbane,QLD,4169,Independent,Combined,http://churchie.com.au/,Yes,Prep-12,Major Cities,160,157.8,120,87.5,1806,0,1806,1806,1,0,Yes
45390,28484,,Frankston High School,,,,,Frankston,VIC,3199,Government,Secondary,http://www.fhs.vic.edu.au/,Yes,7-12,Major Cities,143,130.4,45,33.7,1833,878,955,1831.3,0,28,Yes
47432,51596,,Southport State High School,,,,,Southport,QLD,4215,Government,Secondary,http://www.southportshs.eq.edu.au,Yes,7-12,Major Cities,130,126,56,45.9,1798,915,883,1797.6,4,20,most likely
47425,51282,,Cavendish Road State High School,,,,,Holland Park,QLD,4121,Government,Secondary,http://www.cavendishroadshs.eq.edu.au,Yes,7-12,Major Cities,134,125.3,55,37.2,1792,832,960,1790.8,3,25,most likely
45442,15028,,Northcote High School,,,,,Northcote,VIC,3070,Government,Secondary,http://www.nhs.vic.edu.au,Yes,7-12,Major Cities,130,123,27,22.2,1811,875,936,1811,1,33,most likely
48002,5512,,All Saints Anglican School,,,,,Merrimac,QLD,4226,Independent,Combined,http://www.asas.qld.edu.au,Yes,Prep-12,Major Cities,157,144.3,87,71.1,1785,932,853,1785,1,16,Yes
48255,18279,,Comet Bay College,,,,,Secret Harbour,WA,6173,Government,Secondary,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=4176,Yes,7-12,Major Cities,120,115.1,48,44.3,1804,799,1005,1804,2,3,Yes
46321,13550,,Minaret College,,,,,Springvale,VIC,3171,Independent,Combined,http://www.minaret.vic.edu.au,Yes,Prep-12,Major Cities,169,160.5,84,75.5,1803,932,871,1802.3,0,88,Yes
46137,29056,,Melbourne Grammar School,,,,,Melbourne,VIC,3004,Independent,Combined,http://www.mgs.vic.edu.au,Yes,Prep-12,Major Cities,197,188.9,120,104.3,1799,226,1573,1799,1,17,Yes
49748,26772,,Nazareth Catholic College,,,,,Findon,SA,5023,Catholic,Combined,http://www.nazareth.org.au,Yes,R-12,Major Cities,142,118.3,89,57.4,1786,930,856,1782.9,1,16,Yes
45595,9223,,Keysborough Secondary College,,,,,Springvale South,VIC,3172,Government,Secondary,http://www.keysboroughsc.vic.edu.au,Yes,7-12,Major Cities,161,150,60,47.4,1796,827,969,1796,1,81,Yes
50612,30069,,Butler College,,,,,Butler,WA,6036,Government,Secondary,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=4191,Yes,7-12,Major Cities,145,139.6,120,103.1,1796,884,912,1796,4,14,Yes
46117,17551,,Marymede Catholic College,,,,,South Morang,VIC,3752,Catholic,Combined,http://www.marymede.vic.edu.au,Yes,Prep-12,Major Cities,127,112.3,53,43.9,1795,877,918,1793.8,0,23,Yes
49517,7003,,Glenunga International High School,,,,,Glenunga,SA,5064,Government,Secondary,http://www.gihs.sa.edu.au,Yes,8-12,Major Cities,121,114,31,29.4,1773,836,937,1764.8,0,55,Yes
46332,15826,,Kardinia International College,,,,,Bell Post Hill,VIC,3215,Independent,Combined,http://www.kardinia.vic.edu.au,Yes,Prep-12,Major Cities,167,149.4,77,63.7,1791,897,894,1791,0,3,Yes
47527,51188,,Ferny Grove State High School,,,,,Ferny Grove,QLD,4055,Government,Secondary,http://www.fernygroveshs.eq.edu.au,Yes,7-12,Major Cities,148,136.4,80,57.2,1756,818,938,1756,3,9,Yes
45469,7998,,Strathmore Secondary College,,,,,Strathmore,VIC,3041,Government,Secondary,http://www.strathmore.vic.edu.au,Yes,7-12,Major Cities,175,140.8,43,35.1,1785,809,976,1785,0,33,Yes
43883,2027,,The King's School,,,,,North Parramatta,NSW,2151,Independent,Combined,http://www.kings.edu.au,Yes,K-12,Major Cities,175,163.1,118,105.9,1736,0,1736,1736,0,41,Yes
45853,14099,,St Joseph's College Geelong,,,,,Newtown,VIC,3220,Catholic,Secondary,http://www.sjc.vic.edu.au,Yes,7-12,Major Cities,152,137.2,82,64.1,1783,0,1783,1781.8,1,44,most likely
40576,11235,,Bendigo Senior Secondary College,,,,,Bendigo,VIC,3552,Government,Secondary,http://www.bssc.edu.au,Yes,10-12,Inner Regional,136,116.5,54,45.6,1778,905,873,1715.5,3,12,Yes
49960,15941,,St Mary MacKillop College,,,,,Isabella Plains,ACT,2905,Catholic,Secondary,http://www.mackillop.act.edu.au,Yes,7-12,Major Cities,153,126.4,53,39.8,1734,861,873,1734,3,3,possibly no
45512,14775,,Rowville Secondary College,,,,,Rowville,VIC,3178,Government,Secondary,http://www.rowvillesc.vic.edu.au,Yes,7-12,Major Cities,145,127.7,59,45.1,1765,845,920,1764,1,12,Yes
41334,7864,,Castle Hill High School,,,,,Castle Hill,NSW,2154,Government,Secondary,http://www.castlehill-h.schools.nsw.edu.au/,Yes,7-12,Major Cities,104,112.4,15,17.8,1730,865,865,1728.3,1,46,Yes
48971,18114,,Newman College,,,,,Churchlands,WA,6018,Catholic,Combined,http://www.newman.wa.edu.au,Yes,PP-12,Major Cities,132,118.5,157,66.9,1753,794,959,1753,0,14,most likely
45588,6230,,Dandenong High School,,,,,Dandenong,VIC,3175,Government,Secondary,http://www.dandenonghs.vic.edu.au,Yes,7-12,Major Cities,187,168.8,63,57.6,1751,867,884,1750.2,1,91,Yes
45415,8504,,Lilydale High School,,,,,Lilydale,VIC,3140,Government,Secondary,http://www.lilydale.hs.vic.edu.au,Yes,7-12,Major Cities,148,127.7,39,26.6,1746,873,873,1743.1,1,3,Yes
46299,4219,,Flinders Christian Community College,,,,,Tyabb,VIC,3913,Independent,Combined,http://www.flinders.vic.edu.au,Yes,Prep-12,Major Cities,154,136.4,130,79.9,1737,852,885,1737,0,12,Yes
48060,2553,,John Paul College,,,,,Daisy Hill,QLD,4127,Independent,Combined,http://www.jpc.qld.edu.au,Yes,Prep-12,Major Cities,157,140.6,113,92.1,1712,832,879,1712,2,24,Yes
47495,54445,,Urangan State High School,,,,,Urangan,QLD,4655,Government,Secondary,http://www.uranganshs.eq.edu.au,Yes,7-12,Inner Regional,146,138.7,66,49.7,1712,820,892,1710.5,12,4,most likely
48033,418,,Brisbane Grammar School,,,,,Brisbane,QLD,4000,Independent,Combined,http://www.brisbanegrammar.com,Yes,5-12,Major Cities,154,146.4,107,94.9,1708,0,1708,1708,1,19,Yes
45526,16057,,The Grange P-12 College,,,,,Hoppers Crossing,VIC,3029,Government,Combined,http://www.thegrange.vic.edu.au,Yes,Prep-12,Major Cities,132,125.7,55,44.1,1715,806,909,1715,3,55,Yes
49892,28128,,Harrison School,,,,,Harrison,ACT,2914,Government,Combined,http://www.harrison.act.edu.au/,Yes,K-10,Major Cities,112,104.7,45,34.6,1706,829,877,1706,3,46,possibly no
50342,22786,,Reynella East College,,,,,Reynella East,SA,5161,Government,Combined,http://www.reynellaec.sa.edu.au/,Yes,"U, R-12",Major Cities,124,114,66,46.2,1707,864,843,1704.4,3,5,Yes
49096,13657,,John Septimus Roe Anglican Community School,,,,,Mirrabooka,WA,6061,Independent,Combined,http://www.jsracs.wa.edu.au,Yes,PP-12,Major Cities,162,127.9,91,66.5,1711,820,891,1711,1,36,Yes
50540,30082,,Baldivis Secondary College,,,,,Baldivis,WA,6171,Government,Secondary,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=4190,Yes,7-12,Major Cities,117,114.1,59,52.5,1711,859,852,1711,3,14,Yes
48144,6715,,Mount Lawley Senior High School,,,,,Mount Lawley,WA,6050,Government,Secondary,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=4038,Yes,7-12,Major Cities,119,110,50,37.1,1709,817,892,1709,2,37,Yes
47451,53113,,Trinity Bay State High School,,,,,Manunda,QLD,4870,Government,Secondary,http://www.trinitybayshs.eq.edu.au,Yes,7-12,Outer Regional,143,135.2,76,61.2,1702,811,891,1700.2,32,43,Yes
46713,56443,,Woodcrest State College,,,,,Springfield,QLD,4300,Government,Combined,http://www.woodcrestsc.eq.edu.au,Yes,Prep-12,Major Cities,140,131.3,78,55.7,1694,823,871,1694,6,26,most likely
47657,16688,,St Andrew's Catholic College Redlynch Valley,,,,,Redlynch,QLD,4870,Catholic,Combined,http://www.standrewscc.qld.edu.au,Yes,Prep-12,Outer Regional,132,124.8,89,53.5,1682,894,788,1682,3,9,Yes
47433,46537,,Harristown State High School,,,,,Harristown,QLD,4350,Government,Secondary,http://www.harristownshs.eq.edu.au,Yes,7-12,Inner Regional,151,138.3,55,44.2,1682,850,832,1676.2,14,19,Yes
45450,9400,,Parkdale Secondary College,,,,,Mordialloc,VIC,3195,Government,Secondary,http://www.parkdalesc.vic.edu.au,Yes,7-12,Major Cities,136,119,45,34.7,1701,728,973,1701,0,16,Yes
47410,46563,,Cairns State High School,,,,,Cairns North,QLD,4870,Government,Secondary,http://www.cairnsshs.eq.edu.au,Yes,7-12,Outer Regional,131,122.5,67,52.1,1673,934,739,1671.2,11,33,Yes
47443,53019,,Pimlico State High School,,,,,Gulliver,QLD,4812,Government,Secondary,http://www.pimlicoshs.eq.edu.au,Yes,7-12,Outer Regional,136,126.7,56,42.2,1658,886,772,1658,9,17,most likely
49996,2914,,Radford College,,,,,Bruce,ACT,2617,Independent,Combined,http://www.radford.act.edu.au,Yes,K-12,Major Cities,141,129.1,92,77.1,1658,827,831,1658,1,25,possibly no
45506,12125,,Elisabeth Murdoch College,,,,,Langwarrin,VIC,3910,Government,Secondary,http://www.emc.vic.edu.au,Yes,7-12,Major Cities,134,119.5,45,33.7,1676,852,824,1674.2,2,6,Yes
